N,P,K,temperature,humidity,pH,rainfall,label,category
74.58,49.24,48.62,23.53,75.07,7.21,254.88,Jute,Cash Crops
89.57,50.97,60.38,7.65,51.56,6.74,85.06,Pear,Fruits
64.03,53.9,103.81,19.13,82.82,4.62,172.5,Pineapple,Fruits
55.48,43.46,111.96,23.21,86.58,5.05,145.39,Pineapple,Fruits
78.48,35.57,39.38,32.12,66.28,6.33,37.73,Sorghum,Cereals & Grains
56.1,49.33,98.86,33.67,66.2,6.17,131.25,Yam,Vegetables
52.25,44.21,40.23,27.17,68.71,5.78,192.69,Nutmeg,Cash Crops
77.0,39.2,37.07,15.81,57.35,5.93,44.73,Mustard,Oilseeds
81.45,51.54,45.33,24.86,71.59,6.87,117.22,Kenaf,Fiber Crops
34.89,56.3,62.31,29.61,75.73,6.86,82.33,Soybean,Pulses & Legumes
90.67,65.63,74.66,23.5,65.99,6.57,82.64,Leek,Vegetables
59.06,36.49,59.04,13.48,65.82,6.13,48.79,Radish,Vegetables
55.85,22.14,59.42,33.62,62.36,7.28,94.24,Bitter Gourd,Vegetables
86.48,53.83,100.9,20.03,62.99,6.94,79.24,Zucchini,Vegetables
90.21,64.9,93.28,18.37,61.98,6.31,53.99,Chilli,Spices & Herbs
99.98,35.14,62.98,34.32,56.56,6.96,63.7,Sudan Grass,Fodder Crops
30.24,31.49,47.12,32.06,51.61,6.44,49.45,Millet,Cereals & Grains
87.88,55.86,54.05,23.68,56.99,6.78,79.53,Spinach,Vegetables
70.49,64.13,91.58,20.83,81.09,6.94,167.72,Passion Fruit,Fruits
105.8,61.19,44.37,24.16,51.56,6.39,101.22,Sunflower,Oilseeds
61.41,46.59,96.44,10.3,50.0,6.81,74.5,Parsnip,Vegetables
72.25,62.65,68.24,31.69,81.93,7.57,183.41,Litchi,Fruits
64.04,59.86,67.91,28.47,54.47,7.55,93.9,Pumpkin,Vegetables
17.34,24.54,24.03,30.91,54.19,5.76,29.84,Moth Bean,Pulses & Legumes
100.49,106.03,110.96,5.7,69.34,6.99,92.62,Potato,Vegetables
65.74,67.6,31.66,31.6,73.87,5.85,80.59,Guava,Fruits
57.77,54.2,59.47,27.43,81.04,6.43,159.94,Jackfruit,Fruits
73.76,48.91,126.66,14.54,49.25,6.28,41.96,Carrot,Vegetables
32.49,45.3,41.65,24.92,59.03,7.01,81.97,Alfalfa,Fodder Crops
93.64,63.45,74.27,29.23,51.41,6.85,40.51,Cotton,Cash Crops
69.33,47.0,36.51,23.18,65.53,7.64,122.11,Kenaf,Fiber Crops
24.95,43.01,36.67,27.8,67.34,6.53,84.7,Lima Bean,Pulses & Legumes
81.17,49.73,63.94,23.86,58.38,5.93,63.9,Tobacco,Cash Crops
111.42,55.89,103.58,21.31,70.29,6.6,35.72,Cauliflower,Vegetables
81.41,71.78,87.22,16.17,64.64,6.15,35.28,Peach,Fruits
89.42,63.95,92.53,18.27,64.09,6.59,61.16,Kohlrabi,Vegetables
104.44,80.39,81.18,16.81,57.62,7.07,79.33,Asparagus,Vegetables
25.9,41.33,70.24,10.06,64.4,7.73,65.45,Peas,Pulses & Legumes
85.55,34.71,103.87,26.46,75.81,6.75,161.25,Taro,Vegetables
19.13,37.99,26.13,18.65,69.5,7.29,89.27,Pigeon Pea,Pulses & Legumes
90.44,69.44,77.87,15.17,50.76,6.24,85.26,Apricot,Fruits
92.1,36.75,41.36,7.58,65.12,5.96,68.54,Oats,Cereals & Grains
120.89,57.41,82.72,25.21,57.58,6.63,93.81,Sweet Corn,Vegetables
69.67,67.96,68.14,26.63,57.68,6.79,102.91,Papaya,Fruits
28.49,59.54,74.48,28.14,69.56,6.73,80.36,Mandarin,Fruits
27.85,49.58,46.44,22.7,72.0,7.26,55.26,Faba Bean,Pulses & Legumes
66.23,50.84,82.01,20.99,77.01,6.63,89.96,Jackfruit,Fruits
59.25,52.17,79.34,30.14,68.68,7.04,95.24,Ridgegourd,Vegetables
102.4,48.81,44.36,29.01,66.24,6.77,178.46,Jute,Cash Crops
63.66,26.94,89.65,27.06,53.99,6.68,103.37,Sweet Potato,Vegetables
107.61,57.9,71.71,26.13,70.6,6.6,78.33,Cucumber,Vegetables
73.4,49.39,99.1,19.14,59.16,6.3,44.58,Beetroot,Vegetables
18.66,47.45,47.87,22.02,55.8,6.87,46.66,Field Pea,Pulses & Legumes
83.6,59.98,65.53,20.1,56.08,7.3,95.85,Hemp,Fiber Crops
38.64,24.11,49.18,36.33,56.25,6.13,53.62,Sisal,Fiber Crops
89.02,71.89,68.13,26.78,68.83,5.81,147.18,Turmeric,Cash Crops
68.67,37.18,68.46,26.59,66.61,7.31,73.09,Mandarin,Fruits
69.65,38.36,57.11,26.46,66.03,6.87,99.73,Muskmelon,Fruits
66.96,61.91,77.74,22.3,58.11,6.54,26.23,Garlic,Vegetables
76.38,38.23,77.06,20.45,65.27,6.57,92.68,Grapes,Fruits
69.2,64.78,68.65,18.04,63.95,6.48,51.16,Onion,Vegetables
83.84,53.8,94.24,17.48,74.48,6.19,67.09,Celery Root,Vegetables
123.89,52.61,46.48,15.15,46.1,6.73,83.99,Canola,Oilseeds
121.33,70.65,67.1,24.48,68.31,6.23,85.58,Brinjal,Vegetables
43.17,33.39,24.07,28.67,66.04,6.89,138.91,Pigeon Pea,Pulses & Legumes
102.82,80.16,66.07,17.89,61.95,7.52,55.63,Onion,Vegetables
83.69,43.08,71.34,12.78,64.01,6.23,79.77,Celery,Spices & Herbs
45.59,43.29,48.49,18.24,68.11,6.19,103.79,Mint,Spices & Herbs
33.16,49.41,29.67,23.92,56.92,6.67,72.89,Green Gram,Pulses & Legumes
70.41,51.74,60.39,21.02,62.82,6.18,91.97,Muskmelon,Fruits
24.5,23.84,31.16,32.93,36.82,6.0,43.65,Moth Bean,Pulses & Legumes
52.88,41.55,36.58,22.01,56.18,6.55,62.78,Radish,Vegetables
50.4,43.39,59.57,11.22,69.41,6.5,60.12,Radish,Vegetables
55.47,19.25,48.21,10.56,48.0,6.91,74.73,Olive,Fruits
65.35,47.06,74.64,43.93,73.85,5.77,99.47,Ridgegourd,Vegetables
46.75,23.43,59.22,21.26,80.32,6.37,231.17,Clove,Cash Crops
62.16,50.4,49.56,31.65,62.74,5.53,32.44,Moringa,Plantation Crops
76.01,67.47,77.32,20.64,71.84,6.67,63.62,Cucumber,Vegetables
32.18,38.93,38.39,33.43,62.12,7.93,49.46,Cluster Bean,Vegetables
125.26,78.15,93.76,24.59,56.98,6.4,112.75,Maize,Cereals & Grains
92.21,43.45,63.2,11.3,56.92,7.52,89.87,Wheat,Cereals & Grains
25.87,49.57,49.25,22.75,65.66,6.3,133.79,Runner Bean,Pulses & Legumes
38.29,15.85,42.61,24.4,60.75,6.2,34.77,Moringa,Plantation Crops
63.1,36.66,50.97,21.19,63.88,6.84,52.78,Dill,Spices & Herbs
53.78,20.57,39.18,24.01,79.91,6.26,259.34,Nutmeg,Cash Crops
66.87,49.1,94.43,12.99,67.4,6.63,111.77,Apple,Fruits
90.19,56.06,77.61,25.27,61.43,7.32,91.3,Pumpkin,Vegetables
38.14,36.48,31.81,19.45,59.84,6.24,76.35,Coriander,Spices & Herbs
77.18,29.68,64.79,15.97,72.42,6.22,66.39,Lettuce,Vegetables
86.99,33.13,91.33,21.26,85.73,7.05,166.54,Coffee,Cash Crops
58.41,24.41,25.67,28.35,63.17,6.35,90.99,Cashew,Plantation Crops
79.52,48.15,44.33,34.62,76.89,6.69,242.5,Jute,Cash Crops
46.96,30.62,37.44,26.33,43.28,7.4,58.58,Ajwain,Spices & Herbs
63.71,37.03,114.3,30.44,77.78,6.79,105.13,Yam,Vegetables
30.01,55.43,29.53,17.9,35.35,7.45,39.21,Lentil,Pulses & Legumes
96.75,25.67,83.51,17.41,69.96,6.78,69.64,Celery,Spices & Herbs
71.63,28.63,44.22,22.14,46.53,6.81,44.05,Sorghum,Cereals & Grains
67.44,15.77,71.25,19.99,74.48,6.35,167.21,Cardamom,Cash Crops
29.59,56.38,57.79,26.82,64.8,6.16,106.98,Soybean,Pulses & Legumes
47.78,31.12,32.16,11.3,75.3,7.01,93.64,Gooseberry,Fruits
79.31,35.47,87.76,25.22,62.98,5.56,115.89,Pineapple,Fruits
71.52,49.87,90.81,26.28,70.59,6.49,168.63,Rambutan,Fruits
21.96,42.05,33.42,30.17,54.27,7.04,105.42,Pigeon Pea,Pulses & Legumes
33.39,35.48,30.9,25.19,75.9,6.55,162.91,Cinnamon,Cash Crops
63.88,46.57,92.79,17.81,70.28,6.17,134.27,Longan,Fruits
46.92,40.83,81.11,21.89,100.0,6.16,200.64,Coffee,Cash Crops
63.35,19.08,43.64,14.39,57.87,6.97,76.02,Linseed,Oilseeds
62.73,31.22,45.21,16.43,42.21,7.21,51.11,Flax,Fiber Crops
80.7,41.3,79.34,16.69,58.49,6.48,155.26,Apple,Fruits
87.46,54.37,58.63,14.47,48.03,8.36,67.54,Canola,Oilseeds
99.84,71.21,82.43,16.42,70.3,7.66,18.59,Kale,Vegetables
48.69,27.84,47.12,31.55,72.69,5.93,298.54,Nutmeg,Cash Crops
74.19,52.91,68.89,14.85,69.38,6.74,49.72,Lettuce,Vegetables
105.74,51.26,97.72,8.39,70.33,7.2,81.89,Broccoli,Vegetables
44.58,68.8,56.3,18.32,56.24,6.93,70.7,Chickpea,Pulses & Legumes
32.55,53.95,46.01,31.93,48.74,6.33,50.2,Cowpea,Pulses & Legumes
53.1,33.7,35.99,25.08,65.68,7.45,56.71,Fennel,Spices & Herbs
53.76,35.82,39.07,27.93,39.34,6.91,63.53,Olive,Fruits
89.96,53.62,66.64,25.97,68.37,6.48,22.07,Okra,Vegetables
58.12,65.11,91.39,17.83,75.6,5.57,149.47,Longan,Fruits
15.48,47.99,58.7,19.89,46.27,6.29,35.89,Faba Bean,Pulses & Legumes
55.28,37.99,78.59,21.31,61.72,7.19,108.63,Grapes,Fruits
76.28,45.94,70.01,16.63,55.8,6.29,70.8,Leek,Vegetables
72.72,55.07,60.64,29.45,67.97,5.84,110.7,Ginger,Cash Crops
141.06,64.2,84.27,27.11,64.35,6.4,86.37,Sweet Corn,Vegetables
116.46,61.45,67.33,19.43,63.36,6.48,88.11,Onion,Vegetables
65.23,33.9,67.72,21.17,66.24,6.04,80.92,Grapes,Fruits
79.17,56.99,92.77,31.81,72.14,6.9,162.29,Papaya,Fruits
48.79,33.39,34.85,20.6,51.99,6.09,29.35,Fennel,Spices & Herbs
43.1,16.55,31.36,19.55,44.56,8.0,45.41,Cumin,Spices & Herbs
68.63,39.34,88.36,29.62,76.47,5.52,167.16,Mangosteen,Fruits
93.38,25.61,104.5,29.58,80.23,7.14,149.33,Colocasia,Vegetables
80.22,62.49,60.87,11.87,62.94,6.41,94.64,Pear,Fruits
54.6,63.87,41.54,31.23,61.11,6.92,73.56,Guava,Fruits
73.37,44.52,101.14,18.69,57.55,5.65,131.08,Pineapple,Fruits
56.55,21.01,36.03,23.22,66.1,7.13,44.3,Amaranth,Cereals & Grains
71.29,50.51,65.91,33.99,62.36,6.83,86.01,Muskmelon,Fruits
55.46,89.66,81.99,22.59,60.15,5.64,54.89,Garlic,Vegetables
68.79,43.12,48.67,33.14,77.24,6.14,82.33,Bottle Gourd,Vegetables
20.42,40.68,42.51,11.29,48.13,6.42,57.26,Field Pea,Pulses & Legumes
107.96,66.99,82.1,24.61,62.27,6.99,93.64,Chilli,Spices & Herbs
59.5,47.27,63.48,27.59,51.76,5.53,70.34,Watermelon,Fruits
76.52,76.62,88.15,22.76,63.63,7.47,152.65,Avocado,Fruits
67.07,59.73,77.99,20.84,86.63,6.69,57.8,Mint,Spices & Herbs
37.95,38.02,37.12,19.21,46.66,8.72,43.98,Ajwain,Spices & Herbs
49.14,38.38,23.96,25.78,32.06,8.12,62.69,Ajwain,Spices & Herbs
66.66,60.79,76.06,30.19,75.92,6.82,158.91,Rambutan,Fruits
60.87,44.72,42.76,24.88,45.83,6.73,34.18,Safflower,Oilseeds
53.73,33.73,64.49,26.8,87.98,6.18,79.66,Bottle Gourd,Vegetables
52.58,42.72,63.1,23.24,86.19,7.08,193.05,Black Pepper,Cash Crops
66.2,58.7,96.85,16.66,71.82,6.96,133.59,Orange,Fruits
127.2,49.1,43.2,15.02,51.77,6.38,106.02,Canola,Oilseeds
89.51,56.84,73.06,31.91,72.67,6.4,86.57,Okra,Vegetables
48.27,30.88,47.51,34.94,48.68,6.88,44.44,Sisal,Fiber Crops
69.2,71.95,60.83,15.12,68.78,8.09,67.4,Garlic,Vegetables
49.7,68.89,63.49,18.16,57.39,6.56,53.62,Onion,Vegetables
62.44,43.25,46.33,43.55,46.31,9.5,10.01,Date Palm,Plantation Crops
58.36,31.24,115.23,23.14,66.09,6.65,103.24,Orange,Fruits
83.71,33.59,41.09,28.77,57.78,5.51,42.03,Sorghum,Cereals & Grains
48.21,39.89,53.93,38.33,64.65,4.57,39.68,Moringa,Plantation Crops
14.13,46.73,34.11,17.06,60.03,6.21,54.15,Field Pea,Pulses & Legumes
78.57,38.31,91.17,20.4,76.63,5.89,305.71,Cocoa,Plantation Crops
101.41,48.94,69.57,13.94,65.76,6.05,90.93,Swiss Chard,Vegetables
89.98,36.52,72.39,26.09,50.94,7.12,130.87,Grapefruit,Fruits
53.24,31.47,80.98,23.48,61.05,5.75,73.22,Persimmon,Fruits
50.1,33.85,48.66,33.61,64.48,3.5,50.14,Moringa,Plantation Crops
52.67,38.32,53.01,42.75,23.59,7.65,25.5,Neem,Plantation Crops
67.39,47.38,95.98,19.46,78.72,5.32,170.28,Longan,Fruits
39.0,20.38,20.67,37.34,42.92,6.29,50.61,Sesame,Oilseeds
71.67,40.01,37.48,23.89,60.33,7.32,62.52,Safflower,Oilseeds
36.31,20.42,28.84,22.27,44.73,6.1,24.05,Teff,Cereals & Grains
81.7,63.71,58.81,16.51,49.93,6.03,85.68,Sunflower,Oilseeds
79.89,43.58,48.39,14.04,64.19,7.02,66.06,Rye,Cereals & Grains
31.58,56.25,37.16,22.37,48.49,7.38,77.18,Chickpea,Pulses & Legumes
71.41,31.4,30.88,12.39,58.89,6.75,44.82,Amaranth,Cereals & Grains
80.33,39.22,49.32,31.32,51.78,6.45,40.57,Sorghum,Cereals & Grains
76.51,70.65,81.01,9.93,54.67,6.02,98.8,Apricot,Fruits
34.59,12.69,37.48,36.15,27.08,7.78,23.79,Neem,Plantation Crops
69.35,47.24,42.25,12.87,55.79,6.86,30.34,Triticale,Cereals & Grains
83.54,38.46,60.16,19.19,66.12,7.02,79.58,Kenaf,Fiber Crops
63.8,53.67,113.07,32.42,74.99,5.04,226.83,Arecanut,Plantation Crops
73.64,43.31,82.79,18.22,57.57,5.93,42.12,Parsnip,Vegetables
75.75,36.04,68.06,33.72,76.22,6.78,136.59,Litchi,Fruits
23.53,48.1,50.58,12.53,62.48,6.69,71.55,Peas,Pulses & Legumes
53.83,48.14,48.01,27.91,63.19,5.85,65.09,Moringa,Plantation Crops
110.38,52.26,93.73,26.23,61.48,7.55,78.86,Zucchini,Vegetables
60.67,29.55,35.59,23.57,79.97,6.74,172.97,Vanilla,Cash Crops
53.93,41.72,31.07,18.54,82.4,4.83,178.03,Tea,Cash Crops
69.34,52.26,59.9,27.08,68.25,6.84,90.51,Muskmelon,Fruits
84.14,41.04,91.35,26.63,75.06,7.36,93.89,Taro,Vegetables
68.01,67.71,65.2,5.58,48.23,7.49,41.6,Apricot,Fruits
56.3,50.7,72.57,29.48,69.7,7.36,86.26,Guava,Fruits
49.92,48.12,47.46,28.43,52.29,7.31,74.47,Dragon Fruit,Fruits
93.33,46.29,39.66,15.56,51.61,7.13,50.03,Canola,Oilseeds
27.99,34.96,27.1,9.47,50.26,7.54,44.56,Quinoa,Cereals & Grains
29.97,49.73,59.09,31.07,64.7,6.77,110.24,Peanut,Pulses & Legumes
36.3,35.62,88.66,21.96,66.92,5.53,123.43,Lemon,Fruits
62.73,49.5,117.96,21.68,82.09,6.88,169.06,Arecanut,Plantation Crops
35.0,22.58,30.19,8.47,45.8,5.9,24.12,Teff,Cereals & Grains
59.85,31.67,80.11,20.93,57.94,7.16,100.75,Grapes,Fruits
88.82,51.47,84.54,16.44,59.64,6.99,62.44,Artichoke,Vegetables
77.66,64.79,84.67,29.86,82.01,7.3,142.05,Ginger,Cash Crops
39.46,26.41,35.6,37.68,76.41,7.26,23.7,Tamarind,Plantation Crops
56.81,60.07,80.95,15.39,59.92,6.11,65.6,Lettuce,Vegetables
82.42,51.51,65.45,22.13,63.52,6.41,66.7,Tobacco,Cash Crops
44.02,44.8,37.53,28.95,63.16,6.76,46.74,Cluster Bean,Vegetables
65.11,45.11,61.8,30.12,56.97,5.58,84.79,Mandarin,Fruits
56.13,39.76,57.69,24.07,79.92,7.27,154.59,Black Pepper,Cash Crops
101.92,72.03,81.14,12.93,57.79,7.11,91.38,Asparagus,Vegetables
32.87,54.93,78.94,19.5,66.17,6.23,71.65,Lettuce,Vegetables
52.24,52.81,38.52,31.66,68.32,7.08,72.97,Guava,Fruits
93.35,61.08,87.6,7.13,54.54,7.09,49.67,Asparagus,Vegetables
43.58,47.89,47.84,24.39,80.58,5.82,110.01,Jackfruit,Fruits
99.42,19.39,86.97,18.53,72.0,6.66,166.91,Coffee,Cash Crops
81.77,52.62,66.34,10.81,65.36,7.49,62.44,Spinach,Vegetables
53.81,27.32,53.19,32.83,48.37,7.83,40.19,Neem,Plantation Crops
40.74,32.31,21.55,27.12,29.92,7.04,25.81,Sesame,Oilseeds
26.75,43.93,50.64,27.27,65.77,6.6,61.1,Runner Bean,Pulses & Legumes
31.83,31.27,40.85,34.51,63.54,6.2,49.47,Sisal,Fiber Crops
75.4,44.55,50.52,18.44,51.87,6.64,49.64,Rye,Cereals & Grains
116.35,65.41,81.7,32.6,50.9,6.26,76.89,Sweet Corn,Vegetables
31.31,25.2,74.04,25.11,76.39,6.7,246.85,Cardamom,Cash Crops
76.33,52.54,70.74,25.53,60.76,8.07,75.25,Zucchini,Vegetables
105.78,58.32,74.96,20.94,73.84,5.19,105.82,Brinjal,Vegetables
78.86,54.54,60.32,23.5,69.64,6.92,93.01,Muskmelon,Fruits
32.95,26.13,35.01,19.32,58.29,5.81,58.33,Fenugreek,Spices & Herbs
59.76,52.25,49.66,20.9,84.72,6.38,181.75,Vanilla,Cash Crops
65.28,61.74,61.47,17.17,60.72,6.05,70.31,Onion,Vegetables
51.77,45.1,24.93,18.54,59.27,7.1,35.73,Coriander,Spices & Herbs
84.27,50.14,81.85,18.36,64.31,6.42,92.28,Celery,Spices & Herbs
96.07,57.03,104.69,22.57,64.96,5.74,137.53,Pineapple,Fruits
63.71,34.7,79.82,14.17,54.09,6.36,32.6,Turnip,Vegetables
73.63,36.87,58.14,27.29,79.44,6.48,230.9,Black Pepper,Cash Crops
48.84,38.33,95.49,21.5,59.03,6.21,100.66,Lemon,Fruits
87.93,65.58,66.25,24.95,49.19,6.56,129.72,Cotton,Cash Crops
94.57,50.79,70.12,22.42,58.63,7.27,113.63,Onion,Vegetables
58.17,53.42,73.19,21.2,63.61,6.9,80.43,Pumpkin,Vegetables
79.15,57.07,104.12,30.62,88.43,6.57,202.04,Arecanut,Plantation Crops
23.49,47.84,51.84,19.58,60.18,7.85,76.31,Faba Bean,Pulses & Legumes
79.5,53.92,82.81,23.73,79.72,6.39,105.9,Passion Fruit,Fruits
74.71,54.22,91.25,18.0,52.97,6.47,58.73,Kohlrabi,Vegetables
92.49,51.91,38.29,5.0,45.68,6.56,54.23,Barley,Cereals & Grains
89.57,40.81,77.72,13.09,69.69,5.97,41.05,Endive,Vegetables
74.94,52.74,57.3,20.14,51.85,7.07,105.66,Canola,Oilseeds
86.42,26.51,63.31,28.48,96.19,4.7,217.0,Cardamom,Cash Crops
97.38,60.06,91.92,8.4,67.47,4.92,62.45,Cabbage,Vegetables
46.84,20.39,74.22,23.54,76.86,5.51,95.5,Mint,Spices & Herbs
61.55,81.29,63.35,17.07,52.58,6.47,76.21,Onion,Vegetables
41.59,26.38,25.37,15.35,57.78,6.63,59.93,Dill,Spices & Herbs
69.76,21.55,61.76,23.75,94.4,6.26,265.64,Cocoa,Plantation Crops
66.86,27.1,42.85,19.46,52.56,6.37,39.44,Lettuce,Vegetables
38.09,44.54,91.81,19.17,55.83,6.63,92.02,Lemon,Fruits
58.14,49.2,82.86,34.2,68.05,6.88,83.57,Ridgegourd,Vegetables
24.37,40.81,19.46,28.73,69.78,5.45,87.91,Cowpea,Pulses & Legumes
146.23,65.64,210.0,25.11,76.27,6.75,282.2,Oil Palm,Plantation Crops
48.07,44.62,59.38,35.39,77.77,6.78,165.85,Litchi,Fruits
64.69,60.69,41.18,27.72,75.95,7.22,101.62,Kenaf,Fiber Crops
49.86,29.27,75.68,28.87,70.25,4.56,221.62,Rubber,Cash Crops
129.35,59.46,140.03,19.05,71.64,6.86,112.07,Banana,Fruits
66.5,34.71,37.08,23.29,59.33,6.07,71.21,Coriander,Spices & Herbs
68.97,41.82,77.91,27.06,77.56,6.62,164.32,Rambutan,Fruits
106.02,108.11,124.66,24.79,68.28,5.93,71.61,Potato,Vegetables
20.35,47.92,35.86,28.65,51.87,6.61,45.28,Cowpea,Pulses & Legumes
77.13,32.09,113.42,23.46,64.16,7.29,161.64,Avocado,Fruits
72.24,63.22,75.54,30.07,79.15,6.75,117.1,Litchi,Fruits
27.28,56.95,19.05,16.15,80.79,6.96,115.06,Pigeon Pea,Pulses & Legumes
81.82,45.03,82.49,9.1,73.15,7.37,103.76,Plum,Fruits
95.58,49.04,47.13,21.66,73.94,6.95,101.26,Capsicum,Vegetables
33.18,39.61,34.77,29.87,43.47,8.1,64.34,Fennel,Spices & Herbs
66.18,35.74,37.89,37.01,48.41,6.02,24.41,Millet,Cereals & Grains
37.81,31.55,65.26,34.69,33.48,7.42,70.04,Cluster Bean,Vegetables
35.92,44.62,45.65,19.64,65.7,5.42,51.92,Green Gram,Pulses & Legumes
45.57,33.35,40.2,29.43,77.95,5.33,312.92,Nutmeg,Cash Crops
14.36,49.92,53.32,21.62,60.11,6.44,126.47,Runner Bean,Pulses & Legumes
107.8,53.74,63.68,20.73,53.51,7.18,66.66,Zucchini,Vegetables
62.86,48.75,49.78,22.05,60.58,7.03,83.33,Bottle Gourd,Vegetables
68.35,50.77,84.3,31.64,73.01,5.42,209.56,Colocasia,Vegetables
58.43,45.72,61.4,28.26,76.44,6.29,172.38,Litchi,Fruits
73.5,43.18,72.14,30.87,66.44,5.93,70.87,Bottle Gourd,Vegetables
43.65,36.71,45.94,15.06,51.67,6.5,59.49,Coriander,Spices & Herbs
112.17,61.48,124.87,27.28,65.53,6.31,79.05,Tomato,Vegetables
76.97,83.93,57.35,31.96,74.44,6.81,78.87,Capsicum,Vegetables
37.27,65.2,40.82,22.67,68.72,6.76,135.4,Black Gram,Pulses & Legumes
84.45,57.89,42.89,15.48,72.11,7.2,46.42,Spinach,Vegetables
42.2,33.08,41.87,30.35,75.48,6.28,134.5,Cinnamon,Cash Crops
114.37,63.55,60.6,25.16,46.88,6.53,73.23,Maize,Cereals & Grains
22.2,36.14,50.93,16.15,62.25,7.85,61.92,Peas,Pulses & Legumes
81.37,40.59,91.21,9.34,51.72,7.43,109.39,Pear,Fruits
147.68,55.52,93.13,26.16,80.72,7.0,175.49,Sugarcane,Cash Crops
83.68,21.71,74.17,31.67,74.46,5.71,82.59,Napier Grass,Fodder Crops
85.13,58.55,46.44,27.39,49.56,7.3,101.3,Cotton,Cash Crops
69.39,23.66,56.7,21.81,68.21,7.33,92.66,Basil,Spices & Herbs
43.32,30.16,39.48,23.18,77.56,5.23,164.86,Cinnamon,Cash Crops
68.74,59.69,66.06,22.58,74.43,7.03,81.09,Mint,Spices & Herbs
60.43,43.95,67.99,29.95,69.08,6.67,70.18,Ridgegourd,Vegetables
148.66,64.71,114.52,29.44,77.9,6.86,151.18,Sugarcane,Cash Crops
52.38,42.4,91.88,34.71,82.94,5.42,240.89,Rubber,Cash Crops
82.4,32.09,113.09,14.88,76.41,7.3,123.34,Kiwi,Fruits
73.6,67.73,102.93,14.82,59.95,6.78,45.06,Brussels Sprouts,Vegetables
71.1,27.65,69.45,26.71,74.58,6.83,97.15,Bitter Gourd,Vegetables
67.78,31.9,105.79,11.34,67.52,8.15,39.1,Beetroot,Vegetables
38.69,36.32,35.18,24.8,71.11,5.91,51.37,Fenugreek,Spices & Herbs
101.9,61.22,39.19,29.55,79.49,6.59,258.99,Rice,Cereals & Grains
42.46,38.05,56.48,42.95,68.61,6.89,85.14,Cashew,Plantation Crops
108.23,28.45,37.18,22.17,49.21,7.17,70.38,Barley,Cereals & Grains
92.87,41.63,70.12,21.44,78.19,7.22,143.23,Napier Grass,Fodder Crops
115.98,58.79,76.11,22.39,57.98,6.97,67.52,Sweet Corn,Vegetables
117.33,113.0,120.98,19.84,66.51,5.87,80.31,Potato,Vegetables
106.26,56.57,58.61,24.58,38.46,7.34,75.79,Cotton,Cash Crops
52.63,56.57,64.95,19.12,51.25,6.93,66.84,Garlic,Vegetables
70.72,53.86,83.98,22.2,80.99,6.79,82.79,Mint,Spices & Herbs
58.62,50.83,73.69,28.76,76.21,7.28,205.28,Rambutan,Fruits
96.2,62.98,68.95,26.38,84.56,6.94,128.99,Turmeric,Cash Crops
78.15,56.48,86.52,23.58,84.11,6.6,144.05,Longan,Fruits
57.97,40.38,75.64,17.46,75.34,6.57,57.8,Lettuce,Vegetables
59.72,31.67,64.52,27.48,74.4,6.6,114.9,Basil,Spices & Herbs
82.71,52.84,115.8,19.79,77.44,6.28,127.91,Yam,Vegetables
121.35,36.59,76.42,32.44,83.0,5.07,151.69,Napier Grass,Fodder Crops
65.35,33.24,80.61,20.78,82.46,6.52,147.79,Passion Fruit,Fruits
28.85,42.55,52.06,34.14,42.65,8.86,51.77,Cluster Bean,Vegetables
84.45,57.45,63.0,15.0,63.72,6.76,65.55,Spinach,Vegetables
60.84,41.74,86.36,25.12,76.0,6.33,205.37,Mangosteen,Fruits
57.76,36.54,70.95,23.1,93.03,6.55,73.05,Bottle Gourd,Vegetables
103.08,56.73,102.05,15.53,73.83,6.61,65.25,Artichoke,Vegetables
58.45,37.96,80.77,9.86,68.45,6.09,51.35,Lettuce,Vegetables
29.37,41.66,51.5,8.03,74.58,7.89,67.23,Berseem,Fodder Crops
78.06,38.83,111.26,29.01,81.35,5.91,130.4,Yam,Vegetables
43.53,47.93,64.51,18.61,69.26,6.48,27.24,Lettuce,Vegetables
50.05,27.49,67.31,33.76,41.24,7.84,44.61,Date Palm,Plantation Crops
104.18,64.47,63.82,13.35,75.81,6.59,52.61,Celery,Spices & Herbs
34.25,35.95,48.85,34.49,66.8,7.22,62.24,Cluster Bean,Vegetables
22.54,54.87,26.79,22.71,74.26,6.16,71.81,Black Gram,Pulses & Legumes
92.22,61.49,88.51,21.68,83.87,6.24,131.2,Yam,Vegetables
79.84,62.35,90.68,11.63,74.6,6.57,145.82,Kiwi,Fruits
96.98,30.97,117.85,33.5,85.4,5.95,112.4,Taro,Vegetables
112.22,47.95,71.83,21.02,78.37,6.79,60.28,Pumpkin,Vegetables
58.15,51.95,78.41,25.71,78.91,6.58,196.8,Rambutan,Fruits
89.34,56.03,114.41,24.3,85.9,6.81,77.73,Kiwi,Fruits
49.5,46.03,67.56,25.36,82.17,6.04,165.35,Cardamom,Cash Crops
86.1,64.63,82.41,27.28,62.21,5.93,69.83,Tobacco,Cash Crops
57.09,61.16,67.02,29.62,71.46,7.09,50.68,Guava,Fruits
78.89,54.94,56.7,20.59,59.86,6.82,101.24,Sunflower,Oilseeds
82.24,29.61,62.3,25.7,60.48,6.49,94.36,Orange,Fruits
68.38,45.17,78.81,28.81,68.43,5.92,126.58,Longan,Fruits
